ISTASYON_NO,SOKET_GUCU,SOKET_NO,SOKET_TIPI,SOKET_TURU
,22,SKT/1271,AC,AC_TYPE2
,22,SKT/1272,AC,AC_TYPE2
,22,SKT/1273,AC,AC_TYPE2
,22,SKT/1278,AC,AC_TYPE2
,22,SKT/1279,AC,AC_TYPE2
,22,SKT/1280,AC,AC_TYPE2
,22,SKT/1281,AC,AC_TYPE2
,22,SKT/1282,AC,AC_TYPE2
,22,SKT/1283,AC,AC_TYPE2
,22,SKT/1284,AC,AC_TYPE2
,22,SKT/1285,AC,AC_TYPE2
,22,SKT/1288,AC,AC_TYPE2
,22,SKT/1289,AC,AC_TYPE2
,22,SKT/1290,AC,AC_TYPE2
,22,SKT/1291,AC,AC_TYPE2
,22,SKT/1292,AC,AC_TYPE2
,22,SKT/1293,AC,AC_TYPE2
,22,SKT/1294,AC,AC_TYPE2
,22,SKT/1295,AC,AC_TYPE2
,22,SKT/1296,AC,AC_TYPE2
,22,SKT/1297,AC,AC_TYPE2
,22,SKT/1298,AC,AC_TYPE2
,22,SKT/1299,AC,AC_TYPE2
,22,SKT/1300,AC,AC_TYPE2
,22,SKT/1301,AC,AC_TYPE2
,22,SKT/1302,AC,AC_TYPE2
,22,SKT/1303,AC,AC_TYPE2
,22,SKT/1304,AC,AC_TYPE2
,22,SKT/1305,AC,AC_TYPE2
,22,SKT/1308,AC,AC_TYPE2
,22,SKT/1309,AC,AC_TYPE2
,22,SKT/1310,AC,AC_TYPE2
,22,SKT/1311,AC,AC_TYPE2
,22,SKT/1312,AC,AC_TYPE2
,22,SKT/1313,AC,AC_TYPE2
,22,SKT/1314,AC,AC_TYPE2
,22,SKT/1315,AC,AC_TYPE2
,22,SKT/1318,AC,AC_TYPE2
,22,SKT/1319,AC,AC_TYPE2
,22,SKT/1320,AC,AC_TYPE2
,22,SKT/1321,AC,AC_TYPE2
,22,SKT/1322,AC,AC_TYPE2
,22,SKT/1323,AC,AC_TYPE2
,22,SKT/1324,AC,AC_TYPE2
,22,SKT/1325,AC,AC_TYPE2
,22,SKT/1326,AC,AC_TYPE2
,22,SKT/1327,AC,AC_TYPE2
,22,SKT/1328,AC,AC_TYPE2
,22,SKT/1330,AC,AC_TYPE2
,22,SKT/1331,AC,AC_TYPE2
,22,SKT/1332,AC,AC_TYPE2
,22,SKT/1333,AC,AC_TYPE2
,22,SKT/1334,AC,AC_TYPE2
,22,SKT/1335,AC,AC_TYPE2
,22,SKT/1336,AC,AC_TYPE2
,22,SKT/1337,AC,AC_TYPE2
,22,SKT/1338,AC,AC_TYPE2
,22,SKT/1339,AC,AC_TYPE2
,22,SKT/1344,AC,AC_TYPE2
,22,SKT/1345,AC,AC_TYPE2
,22,SKT/1346,AC,AC_TYPE2
,22,SKT/1347,AC,AC_TYPE2
,22,SKT/1348,AC,AC_TYPE2
,22,SKT/1349,AC,AC_TYPE2
,22,SKT/1350,AC,AC_TYPE2
,22,SKT/1351,AC,AC_TYPE2
,22,SKT/1352,AC,AC_TYPE2
,22,SKT/1353,AC,AC_TYPE2
,22,SKT/1356,AC,AC_TYPE2
,22,SKT/1359,AC,AC_TYPE2
,22,SKT/1360,AC,AC_TYPE2
,22,SKT/1363,AC,AC_TYPE2
,22,SKT/1364,AC,AC_TYPE2
,22,SKT/1365,AC,AC_TYPE2
,22,SKT/1366,AC,AC_TYPE2
,22,SKT/1367,AC,AC_TYPE2
,22,SKT/1368,AC,AC_TYPE2
,22,SKT/1369,AC,AC_TYPE2
,22,SKT/1373,AC,AC_TYPE2
,22,SKT/1374,AC,AC_TYPE2
,22,SKT/1375,AC,AC_TYPE2
,22,SKT/1376,AC,AC_TYPE2
,22,SKT/1377,AC,AC_TYPE2
,22,SKT/1378,AC,AC_TYPE2
,22,SKT/1383,AC,AC_TYPE2
,22,SKT/1384,AC,AC_TYPE2
,22,SKT/1387,AC,AC_TYPE2
,22,SKT/1388,AC,AC_TYPE2
,22,SKT/1393,AC,AC_TYPE2
,22,SKT/1394,AC,AC_TYPE2
,22,SKT/1395,AC,AC_TYPE2
,22,SKT/1398,AC,AC_TYPE2
,22,SKT/1399,AC,AC_TYPE2
,22,SKT/1400,AC,AC_TYPE2
,22,SKT/1401,AC,AC_TYPE2
,22,SKT/1402,AC,AC_TYPE2
,22,SKT/1405,AC,AC_TYPE2
,22,SKT/1406,AC,AC_TYPE2
,22,SKT/1407,AC,AC_TYPE2
,22,SKT/1408,AC,AC_TYPE2
,22,SKT/1409,AC,AC_TYPE2
,22,SKT/1410,AC,AC_TYPE2
,22,SKT/1411,AC,AC_TYPE2
,22,SKT/1412,AC,AC_TYPE2
,22,SKT/1413,AC,AC_TYPE2
,22,SKT/1414,AC,AC_TYPE2
,22,SKT/1415,AC,AC_TYPE2
,22,SKT/1418,AC,AC_TYPE2
,22,SKT/1419,AC,AC_TYPE2
,22,SKT/1420,AC,AC_TYPE2
,22,SKT/1421,AC,AC_TYPE2
,22,SKT/1422,AC,AC_TYPE2
,22,SKT/1423,AC,AC_TYPE2
,22,SKT/1424,AC,AC_TYPE2
,22,SKT/1425,AC,AC_TYPE2
,22,SKT/1426,AC,AC_TYPE2
,22,SKT/1427,AC,AC_TYPE2
,22,SKT/1434,AC,AC_TYPE2
,22,SKT/1435,AC,AC_TYPE2
,22,SKT/1438,AC,AC_TYPE2
,22,SKT/1439,AC,AC_TYPE2
,22,SKT/1440,AC,AC_TYPE2
,22,SKT/1441,AC,AC_TYPE2
,22,SKT/1442,AC,AC_TYPE2
,22,SKT/1443,AC,AC_TYPE2
,22,SKT/1444,AC,AC_TYPE2
,22,SKT/1445,AC,AC_TYPE2
,22,SKT/1446,AC,AC_TYPE2
,22,SKT/1451,AC,AC_TYPE2
,22,SKT/1452,AC,AC_TYPE2
,22,SKT/1453,AC,AC_TYPE2
,22,SKT/1454,AC,AC_TYPE2
,22,SKT/1455,AC,AC_TYPE2
,22,SKT/1456,AC,AC_TYPE2
,22,SKT/1457,AC,AC_TYPE2
,22,SKT/1458,AC,AC_TYPE2
,22,SKT/1460,AC,AC_TYPE2
,22,SKT/1461,AC,AC_TYPE2
,22,SKT/1462,AC,AC_TYPE2
,22,SKT/1463,AC,AC_TYPE2
,22,SKT/1464,AC,AC_TYPE2
,22,SKT/1465,AC,AC_TYPE2
,22,SKT/1469,AC,AC_TYPE2
,22,SKT/1470,AC,AC_TYPE2
,22,SKT/1471,AC,AC_TYPE2
,22,SKT/1472,AC,AC_TYPE2
,22,SKT/1475,AC,AC_TYPE2
,22,SKT/1476,AC,AC_TYPE2
,22,SKT/1477,AC,AC_TYPE2
,22,SKT/1478,AC,AC_TYPE2
,7,SKT/19116,AC,AC_TYPE2
,7,SKT/19117,AC,AC_TYPE2
,7,SKT/19118,AC,AC_TYPE2
,7,SKT/19119,AC,AC_TYPE2
,7,SKT/19120,AC,AC_TYPE2
,7,SKT/19121,AC,AC_TYPE2
,7,SKT/19122,AC,AC_TYPE2
,7,SKT/19123,AC,AC_TYPE2
,7,SKT/19124,AC,AC_TYPE2
,7,SKT/19125,AC,AC_TYPE2
,180,SKT/19126,DC,DC_CCS
,180,SKT/19127,DC,DC_CCS
,90,SKT/9701,DC,DC_CCS
,90,SKT/11255,DC,DC_CCS
,22,SKT/18016,AC,AC_TYPE2
,22,SKT/19129,AC,AC_TYPE2
,180,SKT/19133,DC,DC_CCS
,180,SKT/19134,DC,DC_CCS
,180,SKT/19135,DC,DC_CCS
,180,SKT/19136,DC,DC_CCS
,180,SKT/19137,DC,DC_CCS
,180,SKT/19138,DC,DC_CCS
,22,SKT/19139,AC,AC_TYPE2
,22,SKT/19140,AC,AC_TYPE2
,22,SKT/19141,AC,AC_TYPE2
,180,SKT/19142,DC,DC_CCS
,180,SKT/19143,DC,DC_CCS
,60,SKT/19144,DC,DC_CCS
,60,SKT/19145,DC,DC_CCS
,180,SKT/19150,DC,DC_CCS
,180,SKT/19151,DC,DC_CCS
,180,SKT/19152,DC,DC_CCS
,180,SKT/19153,DC,DC_CCS
,180,SKT/19154,DC,DC_CCS
,180,SKT/19155,DC,DC_CCS
,180,SKT/19156,DC,DC_CCS
,180,SKT/19157,DC,DC_CCS
,180,SKT/19160,DC,DC_CCS
,180,SKT/19161,DC,DC_CCS
,22,SKT/1481,AC,AC_TYPE2
,22,SKT/1482,AC,AC_TYPE2
,22,SKT/1483,AC,AC_TYPE2
,180,SKT/19175,DC,DC_CCS
,180,SKT/19176,DC,DC_CCS
,22,SKT/16736,AC,AC_TYPE2
,11,SKT/19188,AC,AC_TYPE2
,22,SKT/1486,AC,AC_TYPE2
,22,SKT/1487,AC,AC_TYPE2
,43,SKT/1488,AC,AC_TYPE2
,60,SKT/1489,DC,DC_CHADEMO
,60,SKT/1490,DC,DC_CCS
,22,SKT/1491,AC,AC_TYPE2
,22,SKT/1492,AC,AC_TYPE2
,22,SKT/1493,AC,AC_TYPE2
,22,SKT/1507,AC,AC_TYPE2
,22,SKT/1509,AC,AC_TYPE2
,22,SKT/1510,AC,AC_TYPE2
,22,SKT/1511,AC,AC_TYPE2
,22,SKT/1512,AC,AC_TYPE2
,22,SKT/1516,AC,AC_TYPE2
,22,SKT/1517,AC,AC_TYPE2
,22,SKT/1518,AC,AC_TYPE2
,22,SKT/1519,AC,AC_TYPE2
,22,SKT/1522,AC,AC_TYPE2
,22,SKT/1523,AC,AC_TYPE2
,22,SKT/1526,AC,AC_TYPE2
,22,SKT/1527,AC,AC_TYPE2
,22,SKT/1531,AC,AC_TYPE2
,22,SKT/3252,AC,AC_TYPE2
,22,SKT/1539,AC,AC_TYPE2
,22,SKT/1540,AC,AC_TYPE2
,22,SKT/1542,AC,AC_TYPE2
,22,SKT/1543,AC,AC_TYPE2
,22,SKT/11595,AC,AC_TYPE2
,22,SKT/11596,AC,AC_TYPE2
,22,SKT/1548,AC,AC_TYPE2
,22,SKT/1552,AC,AC_TYPE2
,22,SKT/1553,AC,AC_TYPE2
,22,SKT/1554,AC,AC_TYPE2
,22,SKT/1559,AC,AC_TYPE2
,22,SKT/1565,AC,AC_TYPE2
,22,SKT/1566,AC,AC_TYPE2
,22,SKT/1574,AC,AC_TYPE2
,22,SKT/1575,AC,AC_TYPE2
,22,SKT/1596,AC,AC_TYPE2
,22,SKT/1597,AC,AC_TYPE2
,22,SKT/1598,AC,AC_TYPE2
,22,SKT/1599,AC,AC_TYPE2
,22,SKT/1602,AC,AC_TYPE2
,22,SKT/1603,AC,AC_TYPE2
,22,SKT/1617,AC,AC_TYPE2
,22,SKT/1618,AC,AC_TYPE2
,22,SKT/1635,AC,AC_TYPE2
,22,SKT/1636,AC,AC_TYPE2
,22,SKT/3302,AC,AC_TYPE2
,22,SKT/1637,AC,AC_TYPE2
,22,SKT/1639,AC,AC_TYPE2
,22,SKT/1640,AC,AC_TYPE2
,22,SKT/1641,AC,AC_TYPE2
,22,SKT/1642,AC,AC_TYPE2
,22,SKT/1643,AC,AC_TYPE2
,22,SKT/1644,AC,AC_TYPE2
,22,SKT/1645,AC,AC_TYPE2
,22,SKT/1646,AC,AC_TYPE2
,22,SKT/1647,AC,AC_TYPE2
,22,SKT/1648,AC,AC_TYPE2
,22,SKT/1649,AC,AC_TYPE2
,22,SKT/1650,AC,AC_TYPE2
,22,SKT/1651,AC,AC_TYPE2
,22,SKT/1652,AC,AC_TYPE2
,22,SKT/1653,AC,AC_TYPE2
,22,SKT/1654,AC,AC_TYPE2
,22,SKT/1655,AC,AC_TYPE2
,22,SKT/1656,AC,AC_TYPE2
,22,SKT/1660,AC,AC_TYPE2
,22,SKT/1661,AC,AC_TYPE2
,22,SKT/1662,AC,AC_TYPE2
,22,SKT/1663,AC,AC_TYPE2
,22,SKT/1666,AC,AC_TYPE2
,22,SKT/1667,AC,AC_TYPE2
,22,SKT/1668,AC,AC_TYPE2
,22,SKT/1669,AC,AC_TYPE2
,22,SKT/1670,AC,AC_TYPE2
,22,SKT/1671,AC,AC_TYPE2
,22,SKT/1674,AC,AC_TYPE2
,22,SKT/1675,AC,AC_TYPE2
,22,SKT/1676,AC,AC_TYPE2
,22,SKT/1677,AC,AC_TYPE2
,22,SKT/1678,AC,AC_TYPE2
,22,SKT/1679,AC,AC_TYPE2
,22,SKT/1680,AC,AC_TYPE2
,22,SKT/1681,AC,AC_TYPE2
,22,SKT/1697,AC,AC_TYPE2
,22,SKT/1698,AC,AC_TYPE2
,22,SKT/1699,AC,AC_TYPE2
,22,SKT/1700,AC,AC_TYPE2
,22,SKT/1701,AC,AC_TYPE2
,22,SKT/1702,AC,AC_TYPE2
,22,SKT/1703,AC,AC_TYPE2
,22,SKT/1711,AC,AC_TYPE2
,22,SKT/1712,AC,AC_TYPE2
,22,SKT/1714,AC,AC_TYPE2
,22,SKT/1715,AC,AC_TYPE2
,22,SKT/1716,AC,AC_TYPE2
,22,SKT/1718,AC,AC_TYPE2
,22,SKT/1719,AC,AC_TYPE2
,22,SKT/1720,AC,AC_TYPE2
,22,SKT/1723,AC,AC_TYPE2
,22,SKT/1725,AC,AC_TYPE2
,22,SKT/1726,AC,AC_TYPE2
,22,SKT/1729,AC,AC_TYPE2
,22,SKT/1730,AC,AC_TYPE2
,22,SKT/1731,AC,AC_TYPE2
,22,SKT/1732,AC,AC_TYPE2
,22,SKT/1733,AC,AC_TYPE2
,22,SKT/1734,AC,AC_TYPE2
,22,SKT/1735,AC,AC_TYPE2
,22,SKT/1736,AC,AC_TYPE2
,22,SKT/1737,AC,AC_TYPE2
,22,SKT/1738,AC,AC_TYPE2
,22,SKT/1740,AC,AC_TYPE2
,22,SKT/1741,AC,AC_TYPE2
,22,SKT/1742,AC,AC_TYPE2
,22,SKT/1743,AC,AC_TYPE2
,22,SKT/1744,AC,AC_TYPE2
,22,SKT/1747,AC,AC_TYPE2
,22,SKT/1749,AC,AC_TYPE2
,22,SKT/1750,AC,AC_TYPE2
,22,SKT/1751,AC,AC_TYPE2
,22,SKT/1756,AC,AC_TYPE2
,22,SKT/3286,AC,AC_TYPE2
,22,SKT/1757,AC,AC_TYPE2
,22,SKT/1758,AC,AC_TYPE2
,22,SKT/1759,AC,AC_TYPE2
,22,SKT/3285,AC,AC_TYPE2
,22,SKT/1765,AC,AC_TYPE2
,22,SKT/1766,AC,AC_TYPE2
,22,SKT/1767,AC,AC_TYPE2
,22,SKT/1770,AC,AC_TYPE2
,22,SKT/1771,AC,AC_TYPE2
,22,SKT/1774,AC,AC_TYPE2
,22,SKT/1775,AC,AC_TYPE2
,22,SKT/1776,AC,AC_TYPE2
,22,SKT/1777,AC,AC_TYPE2
,22,SKT/1782,AC,AC_TYPE2
,22,SKT/1783,AC,AC_TYPE2
,22,SKT/1789,AC,AC_TYPE2
,22,SKT/1790,AC,AC_TYPE2
,22,SKT/1791,AC,AC_TYPE2
,22,SKT/1792,AC,AC_TYPE2
,22,SKT/1793,AC,AC_TYPE2
,22,SKT/1794,AC,AC_TYPE2
,22,SKT/1795,AC,AC_TYPE2
,22,SKT/1796,AC,AC_TYPE2
,22,SKT/1802,AC,AC_TYPE2
,22,SKT/1803,AC,AC_TYPE2
,22,SKT/1809,AC,AC_TYPE2
,22,SKT/1810,AC,AC_TYPE2
,22,SKT/1813,AC,AC_TYPE2
,22,SKT/1814,AC,AC_TYPE2
,22,SKT/1819,AC,AC_TYPE2
,22,SKT/1820,AC,AC_TYPE2
,22,SKT/1823,AC,AC_TYPE2
,22,SKT/1824,AC,AC_TYPE2
,22,SKT/1825,AC,AC_TYPE2
,22,SKT/1826,AC,AC_TYPE2
,22,SKT/1827,AC,AC_TYPE2
,22,SKT/1830,AC,AC_TYPE2
,22,SKT/1832,AC,AC_TYPE2
,22,SKT/1833,AC,AC_TYPE2
,22,SKT/1834,AC,AC_TYPE2
,22,SKT/1835,AC,AC_TYPE2
,22,SKT/1836,AC,AC_TYPE2
,22,SKT/1837,AC,AC_TYPE2
,22,SKT/1838,AC,AC_TYPE2
,22,SKT/1887,AC,AC_TYPE2
,22,SKT/1888,AC,AC_TYPE2
,22,SKT/1898,AC,AC_TYPE2
,22,SKT/1901,AC,AC_TYPE2
,22,SKT/1902,AC,AC_TYPE2
,22,SKT/1903,AC,AC_TYPE2
,22,SKT/1904,AC,AC_TYPE2
,22,SKT/1911,AC,AC_TYPE2
,22,SKT/1912,AC,AC_TYPE2
,22,SKT/1914,AC,AC_TYPE2
,22,SKT/1917,AC,AC_TYPE2
,22,SKT/1926,AC,AC_TYPE2
,22,SKT/1927,AC,AC_TYPE2
,22,SKT/1928,AC,AC_TYPE2
,22,SKT/1929,AC,AC_TYPE2
,22,SKT/1930,AC,AC_TYPE2
,22,SKT/1931,AC,AC_TYPE2
,22,SKT/1934,AC,AC_TYPE2
,22,SKT/3283,AC,AC_TYPE2
,22,SKT/1935,AC,AC_TYPE2
,22,SKT/1936,AC,AC_TYPE2
,22,SKT/1938,AC,AC_TYPE2
,22,SKT/3282,AC,AC_TYPE2
,22,SKT/11622,AC,AC_TYPE2
,22,SKT/1943,AC,AC_TYPE2
,22,SKT/3281,AC,AC_TYPE2
,22,SKT/1944,AC,AC_TYPE2
,22,SKT/3280,AC,AC_TYPE2
,22,SKT/1967,AC,AC_TYPE2
,22,SKT/1968,AC,AC_TYPE2
,22,SKT/1969,AC,AC_TYPE2
,22,SKT/1970,AC,AC_TYPE2
,22,SKT/1971,AC,AC_TYPE2
,22,SKT/1972,AC,AC_TYPE2
,22,SKT/1973,AC,AC_TYPE2
,22,SKT/1974,AC,AC_TYPE2
,22,SKT/1975,AC,AC_TYPE2
,22,SKT/1978,AC,AC_TYPE2
,22,SKT/1979,AC,AC_TYPE2
,22,SKT/1982,AC,AC_TYPE2
,22,SKT/1983,AC,AC_TYPE2
,50,SKT/18974,DC,DC_CCS
,22,SKT/18975,AC,AC_TYPE2
,50,SKT/19263,DC,DC_CHADEMO
,22,SKT/2532,AC,AC_TYPE2
,22,SKT/2533,AC,AC_TYPE2
,22,SKT/2534,AC,AC_TYPE2
,22,SKT/2535,AC,AC_TYPE2
,22,SKT/2538,AC,AC_TYPE2
,22,SKT/2539,AC,AC_TYPE2
,22,SKT/2547,AC,AC_TYPE2
,22,SKT/2548,AC,AC_TYPE2
,22,SKT/2550,AC,AC_TYPE2
,22,SKT/2750,AC,AC_TYPE2
,22,SKT/2555,AC,AC_TYPE2
,22,SKT/2586,AC,AC_TYPE2
,22,SKT/2587,AC,AC_TYPE2
,22,SKT/2588,AC,AC_TYPE2
,22,SKT/2589,AC,AC_TYPE2
,22,SKT/2590,AC,AC_TYPE2
,22,SKT/2591,AC,AC_TYPE2
,22,SKT/2592,AC,AC_TYPE2
,22,SKT/2593,AC,AC_TYPE2
,22,SKT/2594,AC,AC_TYPE2
,22,SKT/2595,AC,AC_TYPE2
,22,SKT/2596,AC,AC_TYPE2
,22,SKT/2597,AC,AC_TYPE2
,22,SKT/2609,AC,AC_TYPE2
,22,SKT/2610,AC,AC_TYPE2
,22,SKT/2611,AC,AC_TYPE2
,22,SKT/2612,AC,AC_TYPE2
,22,SKT/2618,AC,AC_TYPE2
,22,SKT/2619,AC,AC_TYPE2
,22,SKT/2621,AC,AC_TYPE2
,22,SKT/2622,AC,AC_TYPE2
,22,SKT/2624,AC,AC_TYPE2
,22,SKT/2625,AC,AC_TYPE2
,22,SKT/2628,AC,AC_TYPE2
,22,SKT/2629,AC,AC_TYPE2
,180,SKT/19273,DC,DC_CCS
,180,SKT/19274,DC,DC_CCS
,150,SKT/13995,DC,DC_CCS
,150,SKT/13996,DC,DC_CCS
,150,SKT/19284,DC,DC_CCS
,150,SKT/19285,DC,DC_CCS
,22,SKT/19286,AC,AC_TYPE2
,22,SKT/19287,AC,AC_TYPE2
,22,SKT/19288,AC,AC_TYPE2
,22,SKT/19289,AC,AC_TYPE2
,22,SKT/18039,AC,AC_TYPE2
,22,SKT/13229,AC,AC_TYPE2
,22,SKT/13230,AC,AC_TYPE2
,60,SKT/19304,DC,DC_CCS
,60,SKT/19305,DC,DC_CCS
,22,SKT/9083,AC,AC_TYPE2
,22,SKT/9084,AC,AC_TYPE2
,22,SKT/11347,AC,AC_TYPE2
,60,SKT/19019,DC,DC_CCS
,11,SKT/19308,AC,AC_TYPE2
,11,SKT/19310,AC,AC_TYPE2
,11,SKT/19312,AC,AC_TYPE2
,11,SKT/19317,AC,AC_TYPE2
,11,SKT/19319,AC,AC_TYPE2
,11,SKT/19337,AC,AC_TYPE2
,22,SKT/7945,AC,AC_TYPE2
,22,SKT/7953,AC,AC_TYPE2
,22,SKT/8985,AC,AC_TYPE2
,15,SKT/8992,AC,AC_TYPE2
,15,SKT/8993,AC,AC_TYPE2
,22,SKT/9652,AC,AC_TYPE2
,22,SKT/9653,AC,AC_TYPE2
,22,SKT/9654,AC,AC_TYPE2
,22,SKT/9655,AC,AC_TYPE2
,22,SKT/9656,AC,AC_TYPE2
,22,SKT/9657,AC,AC_TYPE2
,22,SKT/9658,AC,AC_TYPE2
,22,SKT/16766,AC,AC_TYPE2
,60,SKT/16767,DC,DC_CCS
,22,SKT/16768,AC,AC_TYPE2
,22,SKT/16770,AC,AC_TYPE2
,22,SKT/16771,AC,AC_TYPE2
,180,SKT/19354,DC,DC_CCS
,180,SKT/19355,DC,DC_CCS
,11,SKT/19356,AC,AC_TYPE2
,11,SKT/19357,AC,AC_TYPE2
,11,SKT/19361,AC,AC_TYPE2
,22,SKT/19364,AC,AC_TYPE2
,22,SKT/19365,AC,AC_TYPE2
,120,SKT/19370,DC,DC_CCS
,120,SKT/19372,DC,DC_CCS
,22,SKT/19373,AC,AC_TYPE2
,22,SKT/19374,AC,AC_TYPE2
,22,SKT/19375,AC,AC_TYPE2
,22,SKT/18983,AC,AC_TYPE2
,22,SKT/18986,AC,AC_TYPE2
,7,SKT/19395,AC,AC_TYPE2
,7,SKT/19396,AC,AC_TYPE2
,7,SKT/19397,AC,AC_TYPE2
,7,SKT/19398,AC,AC_TYPE2
,7,SKT/19399,AC,AC_TYPE2
,7,SKT/19400,AC,AC_TYPE2
,7,SKT/19401,AC,AC_TYPE2
,7,SKT/19403,AC,AC_TYPE2
,7,SKT/19404,AC,AC_TYPE2
,7,SKT/19405,AC,AC_TYPE2
,180,SKT/19407,DC,DC_CCS
,180,SKT/19408,DC,DC_CCS
,22,SKT/15110,AC,AC_TYPE2
,22,SKT/7180,AC,AC_TYPE2
,22,SKT/7181,AC,AC_TYPE2
,22,SKT/7182,AC,AC_TYPE2
,22,SKT/7183,AC,AC_TYPE2
,22,SKT/7184,AC,AC_TYPE2
,11,SKT/19411,AC,AC_TYPE2
,11,SKT/19412,AC,AC_TYPE2
,11,SKT/19414,AC,AC_TYPE2
,11,SKT/19416,AC,AC_TYPE2
,11,SKT/19418,AC,AC_TYPE2
,11,SKT/19425,AC,AC_TYPE2
,11,SKT/19426,AC,AC_TYPE2
,11,SKT/19427,AC,AC_TYPE2
,11,SKT/19428,AC,AC_TYPE2
,11,SKT/19434,AC,AC_TYPE2
,11,SKT/19435,AC,AC_TYPE2
,11,SKT/19436,AC,AC_TYPE2
,22,SKT/15080,AC,AC_TYPE2
,22,SKT/15081,AC,AC_TYPE2
,22,SKT/15082,AC,AC_TYPE2
,60,SKT/16054,DC,DC_CCS
,60,SKT/16103,DC,DC_CCS
,22,SKT/17081,AC,AC_TYPE2
,22,SKT/17082,AC,AC_TYPE2
,22,SKT/17083,AC,AC_TYPE2
,22,SKT/17084,AC,AC_TYPE2
,22,SKT/17085,AC,AC_TYPE2
,22,SKT/17086,AC,AC_TYPE2
,7,SKT/19451,AC,AC_TYPE2
,7,SKT/19452,AC,AC_TYPE2
,7,SKT/19453,AC,AC_TYPE2
,120,SKT/19448,DC,DC_CCS
,120,SKT/19449,DC,DC_CCS
,22,SKT/19450,AC,AC_TYPE2
,22,SKT/19162,AC,AC_TYPE2
,22,SKT/19163,AC,AC_TYPE2
,7,SKT/19465,AC,AC_TYPE2
,22,SKT/15552,AC,AC_TYPE2
,22,SKT/15553,AC,AC_TYPE2
,22,SKT/15554,AC,AC_TYPE2
,22,SKT/15555,AC,AC_TYPE2
,22,SKT/16482,AC,AC_TYPE2
,120,SKT/16483,DC,DC_CCS
,120,SKT/16484,DC,DC_CCS
,22,SKT/7842,AC,AC_TYPE2
,22,SKT/7843,AC,AC_TYPE2
,22,SKT/7844,AC,AC_TYPE2
,22,SKT/11227,AC,AC_TYPE2
,22,SKT/11228,AC,AC_TYPE2
,22,SKT/11783,AC,AC_TYPE2
,22,SKT/11976,AC,AC_TYPE2
,22,SKT/11977,AC,AC_TYPE2
,22,SKT/11978,AC,AC_TYPE2
,22,SKT/11979,AC,AC_TYPE2
,22,SKT/11980,AC,AC_TYPE2
,22,SKT/11981,AC,AC_TYPE2
,22,SKT/11982,AC,AC_TYPE2
,22,SKT/11983,AC,AC_TYPE2
,22,SKT/14483,AC,AC_TYPE2
,22,SKT/15218,AC,AC_TYPE2
,22,SKT/15219,AC,AC_TYPE2
,22,SKT/15342,AC,AC_TYPE2
,22,SKT/15343,AC,AC_TYPE2
,22,SKT/16070,AC,AC_TYPE2
,22,SKT/16071,AC,AC_TYPE2
,22,SKT/16083,AC,AC_TYPE2
,22,SKT/16085,AC,AC_TYPE2
,22,SKT/7073,AC,AC_TYPE2
,22,SKT/7074,AC,AC_TYPE2
,22,SKT/16449,AC,AC_TYPE2
,22,SKT/16450,AC,AC_TYPE2
,22,SKT/16452,AC,AC_TYPE2
,22,SKT/16453,AC,AC_TYPE2
,22,SKT/16454,AC,AC_TYPE2
,120,SKT/18567,DC,DC_CCS
,120,SKT/19468,DC,DC_CCS
,7,SKT/19469,AC,AC_TYPE2
,22,SKT/10445,AC,AC_TYPE2
,22,SKT/10446,AC,AC_TYPE2
,22,SKT/19483,AC,AC_TYPE2
,22,SKT/19485,AC,AC_TYPE2
,22,SKT/19473,AC,AC_TYPE2
,22,SKT/19474,AC,AC_TYPE2
,22,SKT/19475,AC,AC_TYPE2
,22,SKT/19476,AC,AC_TYPE2
,22,SKT/19478,AC,AC_TYPE2
,22,SKT/19479,AC,AC_TYPE2
,22,SKT/19480,AC,AC_TYPE2
,22,SKT/19481,AC,AC_TYPE2
,300,SKT/19492,DC,DC_CCS
,300,SKT/19493,DC,DC_CCS
,300,SKT/19494,DC,DC_CCS
,300,SKT/19495,DC,DC_CCS
,300,SKT/19496,DC,DC_CCS
,300,SKT/19497,DC,DC_CCS
,80,SKT/19506,DC,DC_CCS
,80,SKT/19507,DC,DC_CCS
,22,SKT/3188,AC,AC_TYPE2
,22,SKT/3199,AC,AC_TYPE2
,22,SKT/3200,AC,AC_TYPE2
,22,SKT/3202,AC,AC_TYPE2
,22,SKT/3203,AC,AC_TYPE2
,22,SKT/3204,AC,AC_TYPE2
,120,SKT/3205,DC,DC_CCS
,120,SKT/3206,DC,DC_CCS
,22,SKT/3207,AC,AC_TYPE2
,22,SKT/3208,AC,AC_TYPE2
,22,SKT/3209,AC,AC_TYPE2
,22,SKT/3210,AC,AC_TYPE2
,22,SKT/3211,AC,AC_TYPE2
,22,SKT/3212,AC,AC_TYPE2
,22,SKT/3213,AC,AC_TYPE2
,22,SKT/3214,AC,AC_TYPE2
,22,SKT/3215,AC,AC_TYPE2
,22,SKT/3216,AC,AC_TYPE2
,22,SKT/3217,AC,AC_TYPE2
,22,SKT/3218,AC,AC_TYPE2
,120,SKT/3219,DC,DC_CCS
,120,SKT/3220,DC,DC_CCS
,22,SKT/3221,AC,AC_TYPE2
,22,SKT/3222,AC,AC_TYPE2
,22,SKT/3223,AC,AC_TYPE2
,22,SKT/3224,AC,AC_TYPE2
,22,SKT/3225,AC,AC_TYPE2
,22,SKT/3226,AC,AC_TYPE2
,22,SKT/3227,AC,AC_TYPE2
